price,latitude,longitude,host_response_rate,host_acceptance_rate,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,has_availability,host_response_time,room_type,phone,work_email,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short
0,40.74097,-73.8964,99.0,84.0,229,0,1,1.0,1.0,1.0,48,30,1125,0,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2334,332.0,181.0,0,0,0,0,0,0,1,0,0,0,1,1.167883211678832,0.7764175619226712,0.2207929054687073,-0.6477070832787131,-0.020868951918448616
5,40.71534,-73.94539,0.0,100.0,0,0,3,1.0,1.0,1.0,108,30,1125,0,0,1,0,1,0,3,1,1,1,1,0,0,0,0,4580,2265.0,446.0,0,1,0,0,1,0,1,0,0,0,1,2.80030959752322,-1.836386093860797,-0.6266427657030368,-0.665875537746428,1.6344938582515605
3,40.78868,-73.97412,100.0,87.0,0,0,3,1.0,1.0,1.0,262,30,1125,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,2857,1711.0,104.0,0,1,0,0,1,1,1,0,1,0,1,3.109090909090909,-2.1441096026838764,-0.22769790065685164,-0.3294314924310171,-0.9129108464980171
3,40.72733,-73.98222,91.383013414363,78.57919812357986,1,0,2,1.0,1.0,1.0,103,30,60,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,4578,1132.0,384.0,0,0,0,0,1,0,1,0,0,0,1,3.326219512195122,-1.5332001902687555,-0.6287976969604977,-0.5514728844674031,1.3389249016317724
5,40.74928853062757,-73.98627790767001,100.0,100.0,0,0,10,1.0,2.0,4.0,236,1,365,0,1,1,1,1,3,3,1,0,0,0,1,0,0,0,543,378.0,109.0,0,1,1,0,1,1,0,0,0,0,1,4.008998875140607,-0.08260354761451798,-0.5605911457442107,0.6982100061170693,-4.695417601673368
2,40.689837555969376,-73.92194462284183,91.383013414363,78.57919812357986,0,0,2,1.0,1.0,0.0,262,30,90,0,1,1,0,1,0,3,1,0,1,1,0,0,0,0,4135,101.0,101.0,0,1,1,0,1,1,1,0,0,0,1,1.4187604690117253,-0.835018004651474,-0.6249857240722262,-0.23198002011677707,1.861010432880839
3,40.60909,-73.99751,100.0,100.0,1,0,2,1.0,2.0,2.0,327,3,730,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,1963,1892.0,97.0,0,0,0,0,1,1,1,1,0,0,1,1.8387096774193548,-0.575387766151915,-0.629626217775903,0.3518196935735151,-0.3080294903531791
1,40.7806,-73.94944,74.0,71.0,1,0,2,1.0,0.0,1.0,256,30,365,0,1,1,0,1,1,3,1,0,1,0,1,0,0,0,1158,477.0,391.0,0,1,1,0,1,1,1,1,0,0,1,2.829512893982808,-2.1441096026838764,-0.07756106686146327,-0.6956072982783282,0.7053640647988153
2,40.76193,-73.88422,100.0,100.0,1,0,2,1.0,1.0,1.0,39,1,8,1,1,1,1,1,3,1,1,0,1,0,0,1,0,0,891,816.0,90.0,0,0,1,0,1,1,1,1,0,0,0,1.9732142857142856,-0.8617806947906815,-0.629626217775903,3.959847619737184,1.0172698557741657
4,40.75984,-73.98311,0.0,100.0,0,0,4,1.0,1.0,2.0,209,30,180,0,1,1,0,1,0,3,1,0,1,0,1,0,0,0,3947,145.0,145.0,0,1,0,0,0,0,1,0,1,0,1,4.043062200956938,-2.1270138521937056,-0.6258142448876315,-0.6172001588307522,0.9555140757908706
3,40.7035,-73.90966,91.383013414363,100.0,0,0,5,1.0,2.0,3.0,63,30,1125,1,1,1,0,1,0,3,1,0,1,0,0,1,0,0,1006,986.0,393.0,0,0,1,0,1,1,1,0,0,0,1,1.3314917127071824,-2.1441096026838764,-0.6266427657030368,-0.2917268846493127,0.9602457219487004
3,40.75698030401667,-73.79336295632282,82.0,62.0,1,0,4,1.0,1.0,2.0,299,30,365,0,1,1,0,1,2,3,1,0,1,0,0,1,0,0,884,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.303482587064677,2.158678728344627,-0.4730460131996092,-0.4229570891387559,4.516345807263462e-17
2,40.64993103160244,-73.92621311243698,91.383013414363,78.57919812357986,1,0,2,1.0,1.0,1.0,364,30,365,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,2088,1386.2627873819283,382.8981464979505,1,0,1,0,1,1,1,1,0,0,1,1.5114503816793894,2.158678728344627,-0.6228523599599991,-0.4229570891387559,4.516345807263462e-17
4,40.7556979,-73.9691596,100.0,22.0,1,0,1,0.0,1.0,1.0,299,1,365,0,1,0,1,1,3,1,1,0,0,0,1,0,0,0,422,225.0,138.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,2.2459515015467875,-0.6275549157373898,-0.17134851349141697,-1.636475924132737
2,40.73344,-73.98847,100.0,100.0,3,0,2,1.0,2.0,2.0,365,30,365,0,1,1,0,1,3,1,1,1,1,0,1,0,0,0,5224,869.0,456.0,0,1,0,0,0,0,1,0,0,0,0,3.326219512195122,2.2459515015467875,-0.6224596666975303,-0.6742099941450798,0.3815206303562879
5,40.7351909,-73.9933634,99.0,88.0,0,0,4,2.0,2.0,2.0,265,30,365,1,1,1,0,1,3,3,1,0,0,0,1,0,0,0,3793,359.0,359.0,0,1,1,0,1,1,1,0,0,0,1,4.087719298245614,-2.1441096026838764,-0.10365542254585598,-0.7122329078481806,1.861010432880839
0,40.69284,-73.91257,99.0,23.0,719,0,1,2.0,1.0,1.0,365,30,365,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,132.0,132.0,0,1,1,0,1,0,1,0,0,0,1,1.4187604690117253,2.2459515015467875,2.054285085594901,-0.5836591885893069,1.861010432880839
0,40.7399737,-74.00355379999999,99.0,71.0,0,0,2,1.0,0.0,1.0,334,30,365,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3188,513.0,81.0,0,1,1,0,1,0,1,0,0,0,1,4.112582781456954,-0.281619841011079,0.3040126928494602,-0.25367455828602464,-0.10130827034002124
2,40.80068,-73.95154,100.0,100.0,2,0,2,1.0,1.0,0.0,310,30,30,0,1,1,1,1,3,1,1,0,1,0,1,0,0,0,3711,3345.0,2210.0,0,1,0,0,1,1,1,1,0,0,1,1.941095890410959,-0.8964200704657056,-0.6221074683635414,-0.48290060092942155,-1.0071298538558755
0,40.70171,-73.94322,100.0,71.0,3,0,2,1.0,1.0,1.0,338,30,90,1,1,1,0,1,3,1,1,1,1,1,0,0,0,0,4007,359.0,207.0,0,1,1,0,1,0,1,1,0,0,1,2.80030959752322,-0.11041337491153705,-0.6165143296970316,-0.5971566629765142,1.5621966350411496
3,40.69019,-73.91593,100.0,100.0,0,0,4,1.0,3.0,4.0,243,30,90,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,3080,2090.0,140.0,0,0,1,0,1,1,1,1,0,0,1,1.4187604690117253,-2.1441096026838764,-0.605376896716661,0.637546295849206,1.101202548994458
2,40.811465171566034,-73.92686039731849,100.0,100.0,4,0,4,2.0,1.0,1.0,239,1,365,0,1,1,1,1,3,1,1,0,1,0,0,0,1,0,1831,419.0,114.0,0,0,0,0,1,1,1,1,0,0,1,2.282051282051282,-0.16279781124084228,-0.6190835213621951,1.873745840244256,0.22512801971122962
3,40.7116597,-73.958323,100.0,78.57919812357986,0,0,2,1.0,1.0,1.0,187,120,365,0,1,1,0,1,3,3,1,1,1,1,0,0,0,0,4160,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,1,0,0,0,1,2.80030959752322,-2.1441096026838764,-0.6256984701643726,-0.4229570891387559,4.516345807263462e-17
3,40.78117,-73.94656,100.0,83.0,2,0,4,1.0,2.0,3.0,365,30,365,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3662,1179.0,92.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,2.2459515015467875,-0.16492920106519682,-0.4278313415711213,-3.3238896247806355
4,40.684222659830816,-73.95610627522078,91.383013414363,78.57919812357986,0,0,8,1.5,3.0,5.0,364,30,365,0,1,1,0,1,0,3,1,0,1,1,0,0,0,0,4648,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.83495145631068,2.158678728344627,-0.6258142448876315,-0.4229570891387559,4.516345807263462e-17
1,40.7294918,-73.8733657,0.0,78.57919812357986,122,0,1,1.0,1.0,1.0,270,30,365,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,646,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.2268041237113405,2.2459515015467875,0.08911916828573117,-0.4229570891387559,4.516345807263462e-17
5,40.75465899999999,-73.9721295,100.0,96.0,0,0,2,1.0,1.0,1.0,97,31,1125,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,1,0,1,4.008998875140607,-2.1441096026838764,8.474601743593935,-0.4229570891387559,4.516345807263462e-17
5,40.71117322780045,-73.95660837635322,100.0,100.0,0,0,8,1.0,4.0,5.0,249,3,12,0,1,1,1,1,3,3,1,0,0,1,0,0,0,0,1991,181.0,91.0,0,1,0,0,1,1,1,1,0,0,1,2.80030959752322,-1.6838204378048998,-0.6256984701643726,1.1389972093505896,0.5594888529063512
4,40.67137137857316,-73.89349552456784,91.383013414363,78.57919812357986,0,0,2,1.0,3.0,3.0,212,3,1125,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,1841,488.0,115.0,0,1,1,0,1,1,1,1,0,0,1,2.12707182320442,-0.740764295302861,-0.6262285052953341,-0.47171856183454425,0.6695995790443756
5,40.7455,-73.94015,91.383013414363,78.57919812357986,0,0,1,1.0,1.0,1.0,364,30,60,0,1,1,0,1,0,3,1,1,1,0,0,1,0,0,3896,721.0,714.0,0,1,1,0,1,1,1,1,0,0,1,2.305555555555556,2.158678728344627,-0.6266427657030368,-0.735122270717582,0.9473861950730117
4,40.71937,-74.0028,100.0,99.0,5,0,3,1.0,1.0,2.0,309,1,365,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,857,826.0,98.0,0,1,0,1,0,0,1,0,0,0,0,4.5,0.6750415839079044,-0.5373209050899317,9.85061285740358,-1.3508938876076515
3,40.73971,-73.99401,50.0,50.0,0,0,2,1.0,0.0,1.0,74,30,50,0,1,1,1,1,1,3,1,0,1,0,1,0,0,0,3120,1111.0,355.0,0,1,0,0,1,1,1,1,0,0,1,3.5669781931464173,-2.1441096026838764,-0.6266427657030368,0.5471504223001553,0.5862447181964144
4,40.75364,-73.97132,98.0,59.0,0,0,2,1.0,0.0,0.0,56,2,14,0,1,1,0,1,2,3,1,1,1,0,1,0,0,0,1333,534.0,198.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,-0.9059894366853589,-0.5718744486238502,-0.6534421205364908,-0.5448301669038165
1,40.608604,-73.977539,100.0,100.0,2,0,2,1.0,1.0,1.0,35,30,1125,1,1,1,0,1,2,1,1,0,1,1,0,0,0,0,3800,1212.0,122.0,0,0,0,1,1,1,1,1,0,0,1,1.8387096774193548,-0.3581284897054109,-0.626250072440568,-0.5211616217320222,0.5355015514771844
1,40.67741,-73.9275,100.0,90.0,0,0,2,1.0,1.0,1.0,197,30,1125,1,1,1,0,1,2,3,1,0,1,1,0,0,0,0,3899,3327.0,98.0,0,1,0,1,1,1,1,1,0,0,1,1.83495145631068,-0.03769796982732773,-0.6266427657030368,1.1966724807713327,0.6003272218694246
2,40.80741,-73.94093,91.383013414363,78.57919812357986,1,0,2,1.0,1.0,1.0,89,30,60,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,130,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.0616438356164384,2.158678728344627,-0.629626217775903,-0.4229570891387559,4.516345807263462e-17
2,40.87934,-73.86055,91.383013414363,100.0,0,0,3,1.0,2.0,3.0,267,30,90,0,1,1,0,1,0,3,1,0,1,0,0,0,1,0,2815,1777.0,591.0,0,0,0,1,1,1,1,1,0,0,1,1.0,1.9841331819403063,-0.6266427657030368,-0.18951954148072542,0.04277634910775453
1,40.74857,-73.99708,100.0,77.0,0,0,2,1.0,0.0,2.0,3,150,730,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,4163,3636.0,119.0,0,0,0,0,1,1,1,1,0,0,1,3.5669781931464173,-2.1441096026838764,-0.5206308283715311,-0.5382726441161949,-0.8103179578499715
1,40.60997,-73.92248,100.0,91.0,0,0,4,1.0,2.0,3.0,337,30,1125,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,1202,1161.0,83.0,0,1,0,0,0,1,1,1,0,0,1,3.0,-0.1976861481136972,-0.6193388727561714,0.12485446594932693,0.8708238227897935
0,40.69266,-73.94224,86.0,55.0,2,0,2,1.5,1.0,2.0,284,30,150,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,4882,3297.0,196.0,0,1,0,0,1,0,1,1,0,0,1,1.83495145631068,-1.6393627347123914,-0.6250072912174599,1.011155318608167,-0.38493541915991586
4,40.72833,-73.94811,100.0,100.0,0,0,6,1.0,3.0,5.0,271,30,60,1,0,1,0,1,3,3,1,0,1,1,0,0,0,0,1654,1387.0,109.0,0,1,1,0,1,1,1,1,0,0,1,3.2058823529411766,-1.5365392705735341,-0.6266427657030368,1.5745463106446849,1.5911044180404197
5,40.76079,-73.99979,100.0,78.57919812357986,0,0,5,2.0,2.0,2.0,267,30,31,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3020,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,3.1260744985673354,1.9841331819403063,-0.6266427657030368,-0.4229570891387559,4.516345807263462e-17
2,40.74303,-73.91515,20.0,0.0,0,0,4,1.0,1.0,3.0,179,30,180,0,1,1,0,1,0,3,1,0,1,0,0,1,0,0,4424,1053.0,833.0,0,1,1,0,1,0,1,0,0,0,1,1.7757009345794392,2.158678728344627,-0.6097809668096077,-0.7435075132779434,-12.666560929583875
4,40.75784,-73.83303,100.0,100.0,0,0,6,1.0,2.0,3.0,262,30,365,1,1,1,0,1,3,3,1,0,1,0,0,1,0,0,880,832.0,397.0,0,0,0,1,1,1,1,0,0,0,1,1.303482587064677,-1.707745736673076,-0.6202831682948355,0.3827843338566712,0.9095492903284186
2,40.70904244691897,-73.8033758833597,100.0,68.0,0,0,2,1.0,0.0,1.0,229,4,365,0,1,1,0,1,3,3,1,0,1,0,0,1,0,0,1861,375.0,99.0,0,1,1,0,0,0,1,0,0,0,1,1.8,-0.05773245165599817,-0.6266427657030368,0.2518804308976726,-2.755595990363475
0,40.67232935593741,-73.95296346235415,99.0,23.0,719,0,1,1.5,4.0,1.0,330,30,365,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,2.056862745098039,2.158678728344627,2.054285085594901,-0.4229570891387559,4.516345807263462e-17
5,40.76349,-73.98212,100.0,70.0,0,0,2,1.0,1.0,1.0,363,30,365,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1003,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,0,1,0,0,4.008998875140607,2.158678728344627,5.643206934489211,-0.4229570891387559,4.516345807263462e-17
1,40.73231,-73.9858,94.0,60.0,0,0,1,1.0,0.0,1.0,307,30,365,0,1,1,0,1,2,3,1,1,1,0,1,0,0,0,1410,1211.0,184.0,0,0,1,0,1,1,1,0,0,0,0,3.326219512195122,-1.5473033950813622,-0.4749866400142731,-0.6461650962213814,0.7252536539067242
1,40.622,-73.92533,91.383013414363,78.57919812357986,2,0,1,1.0,1.0,1.0,365,100,365,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,3820,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.0,2.2459515015467875,-0.6245930308097573,-0.4229570891387559,4.516345807263462e-17
2,40.63486,-74.11427,100.0,78.57919812357986,2,0,4,1.0,2.0,1.0,307,30,365,0,0,1,0,1,2,3,1,0,1,0,0,0,0,1,865,844.0,720.0,0,1,1,0,1,1,1,0,0,0,1,1.6666666666666667,-1.5473033950813622,-0.6198904750323667,-0.6880405228614785,0.7169450128241538
4,40.66841,-73.9232,100.0,78.57919812357986,0,0,12,2.5,5.0,7.0,365,30,365,0,1,1,0,1,1,3,1,0,1,1,0,0,0,0,173,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.056862745098039,2.2459515015467875,-0.6139235708866343,-0.4229570891387559,4.516345807263462e-17
1,40.76276,-73.87183,75.0,100.0,0,0,2,1.0,2.0,2.0,155,30,1125,1,1,1,0,1,3,3,1,0,1,0,0,1,0,0,1437,1427.0,238.0,0,1,1,0,0,0,1,1,0,0,1,1.9732142857142856,0.06413217149278319,-0.6266427657030368,0.7568796272704836,0.7104756164692291
0,40.859352,-73.864983,90.0,100.0,7,0,2,1.0,1.0,1.0,84,30,1125,1,0,1,1,1,3,1,1,0,0,0,0,0,1,0,2584,953.0,403.0,0,0,1,0,1,1,1,1,0,0,1,1.368421052631579,1.722314862333826,-0.6030097483556914,-0.4162016430969008,0.472122724067395
4,40.744454,-73.88935099999999,90.0,80.0,0,0,4,1.0,0.0,2.0,37,30,90,0,1,1,1,1,1,3,1,0,1,0,0,1,0,0,902,821.0,346.0,0,0,0,1,1,1,1,1,0,0,1,1.2268041237113405,-0.898661965911692,-0.6072465658780588,-0.03232056425414133,0.6159635895663236
2,40.7641591,-73.9674392,100.0,75.0,0,0,2,1.0,1.0,2.0,151,30,90,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3225,2292.0,202.0,0,0,0,0,1,1,1,0,0,0,1,2.829512893982808,-0.2849589213158574,-0.5940162578466252,-0.6058824428003257,1.511161819073496
5,40.77595,-73.95559,100.0,96.0,0,0,2,1.0,0.0,1.0,243,31,1125,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,2096.0,2096.0,0,1,1,0,1,1,1,0,1,0,1,2.829512893982808,-2.1441096026838764,8.474601743593935,-0.7629282037012497,1.861010432880839
5,40.7855906,-73.9495843,100.0,96.0,0,0,4,2.0,2.0,2.0,334,31,1125,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.0616438356164384,-0.41419854096670844,8.474601743593935,-0.4229570891387559,4.516345807263462e-17
5,40.722094,-73.984874,100.0,96.0,0,0,2,1.0,1.0,1.0,338,31,1125,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,1,0,1,3.326219512195122,-0.11041337491153705,8.474601743593935,-0.4229570891387559,4.516345807263462e-17
5,40.73253,-73.98988,100.0,100.0,0,0,3,1.0,1.0,1.0,320,30,270,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,3694,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,0,0,0,1,3.326219512195122,-0.7499333125562354,0.6976461085380034,-0.4229570891387559,4.516345807263462e-17
2,40.74619933977871,-73.99291684725023,100.0,100.0,0,0,2,1.0,0.0,1.0,322,30,165,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1979,505.0,115.0,0,0,1,0,1,1,1,0,0,0,1,3.5669781931464173,-0.9178006983509989,-0.5371941415805165,-0.602891700234292,-1.6265472225226019
2,40.78508,-73.95228,100.0,83.0,2,0,3,1.0,0.0,2.0,334,30,365,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3662,1181.0,265.0,0,1,1,0,0,0,1,0,0,0,1,2.829512893982808,0.2200844335818615,-0.16492920106519682,-0.6482865854821939,-0.25144834263906196
1,40.84538,-73.94227,91.383013414363,78.57919812357986,3,0,2,1.0,1.0,1.0,365,30,365,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,749,742.0,520.0,0,0,1,0,1,0,1,1,0,0,1,1.4545454545454546,2.2459515015467875,-0.6228739271052329,-0.6796552803011171,-11.41833811135486
1,40.67096,-73.94151,100.0,89.0,4,0,2,2.0,4.0,1.0,244,30,400,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,748,691.0,116.0,0,1,1,0,1,1,1,0,0,0,1,2.056862745098039,-2.1441096026838764,-0.6194977817698978,-0.5437170724317011,0.5617038706745321
4,40.809887,-73.93061,91.0,99.0,0,0,2,1.0,1.0,1.0,356,1,365,0,1,1,1,1,3,3,1,1,1,0,0,0,1,0,3527,319.0,319.0,0,1,1,0,0,1,1,0,1,0,0,3.2962962962962963,1.4604965427273457,0.6308722414979265,-0.7066427461412731,-11.036711466289697
2,40.72561549037079,-73.9840586115089,100.0,100.0,0,0,2,1.0,1.0,1.0,97,30,30,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3711,637.0,91.0,0,1,1,0,1,0,1,0,0,0,1,3.326219512195122,0.41322326430142386,-0.6266427657030368,0.6963398741432117,1.313451221936431
1,40.75948847118014,-73.98680762139965,94.0,96.0,0,0,2,1.0,1.0,1.0,204,1,1125,0,0,1,1,1,3,2,1,0,0,0,1,0,0,0,675,287.0,190.0,0,1,1,0,0,0,1,0,0,0,0,4.043062200956938,1.8968604087381467,-0.057301723079471734,-0.01666320679133614,-4.649339534768791
5,40.76727036824417,-73.9878086355252,100.0,81.0,0,0,4,1.0,2.0,2.0,108,6,365,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1121,208.0,119.0,0,1,0,0,1,1,1,1,0,0,1,3.1260744985673354,-1.4133785490691098,-0.6017643277705959,0.2544596359936803,1.6052298342842795
5,40.723171,-73.995678,100.0,96.0,0,0,2,1.0,1.0,1.0,202,31,1125,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,3.950617283950617,-2.1441096026838764,8.474601743593935,-0.4229570891387559,4.516345807263462e-17
4,40.84975,-73.93949,91.383013414363,78.57919812357986,0,0,2,1.0,1.0,1.0,84,30,1125,0,1,1,0,1,0,3,1,1,1,0,1,0,0,0,3238,795.0,503.0,0,0,0,0,1,0,1,0,0,0,1,1.4545454545454546,1.722314862333826,-0.6266427657030368,-0.6159479228751611,1.3631965616209971
0,40.70253,-73.94338,99.0,88.0,248,0,2,1.0,1.0,1.0,39,30,1125,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,3768,1505.0,692.0,0,0,0,0,0,0,1,0,0,0,1,2.80030959752322,-0.009037396896770267,0.3042870281797185,-0.7490976749848509,-0.7336653333484795
0,40.74115339999999,-73.9792211,99.0,71.0,0,0,2,1.0,1.0,1.0,352,30,365,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3188,625.0,97.0,0,0,1,0,1,1,1,0,0,0,1,3.1920903954802258,1.111405449918705,0.3040126928494602,-0.346535031880931,1.3665372709795733
1,40.64488,-73.89516,91.383013414363,78.57919812357986,1,0,4,1.0,1.0,2.0,365,30,1125,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,2491,1085.0,636.0,0,1,1,0,1,1,1,1,0,0,1,2.1272727272727274,2.2459515015467875,-0.6292119573682003,-0.23457303162464604,-0.14877541013947346
3,40.7541,-73.9920598,100.0,20.0,0,0,2,1.0,1.0,0.0,244,30,61,0,1,1,0,1,1,3,1,1,1,0,1,0,0,0,2965,116.0,116.0,0,1,1,0,1,1,1,1,0,0,1,4.008998875140607,-0.023140601709376894,-0.6258142448876315,-0.5165772481064161,0.9555140757908706
2,40.50456,-74.24984,100.0,100.0,0,0,2,1.0,1.0,1.0,362,30,160,0,1,1,0,1,3,3,1,0,1,0,0,0,0,1,3066,1099.0,201.0,0,0,0,1,1,1,0,1,0,1,1,2.333333333333333,1.9841331819403063,-0.6256984701643726,-0.09786051767970044,0.23281080347313304
1,40.85827,-73.93148,100.0,100.0,0,0,4,1.0,1.0,3.0,271,30,365,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,797,788.0,116.0,0,0,0,0,1,1,0,1,0,0,1,1.4545454545454546,-2.1441096026838764,-0.6262285052953341,0.28279171149752574,0.16059529513623064
4,40.68355,-73.88437,91.383013414363,78.57919812357986,0,0,7,1.0,3.0,7.0,270,30,30,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0,1058,819.0,387.0,0,1,1,0,1,1,1,1,0,0,1,1.386138613861386,2.2459515015467875,-0.62528420975667,0.3834579254493126,0.09673817902960055
5,40.7084,-74.00561,100.0,96.0,0,0,4,2.0,2.0,2.0,320,31,1125,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,1,0,1,4.289962825278811,-1.0017343912483807,8.474601743593935,-0.4229570891387559,4.516345807263462e-17
3,40.7094,-73.94863,50.0,0.0,0,0,2,1.0,1.0,1.0,38,30,30,0,1,1,0,1,1,3,1,0,1,1,0,0,0,0,4662,2427.0,1620.0,0,1,0,0,0,0,1,0,0,0,1,2.80030959752322,-1.270631220430697,-0.6262285052953341,-0.5895907454001956,1.284889936841714
3,40.73030853271485,-73.95561218261719,100.0,78.57919812357986,0,0,6,2.0,1.0,0.0,364,30,367,0,1,1,0,1,2,3,1,0,1,1,0,0,0,0,1453,1386.2627873819283,382.8981464979505,1,0,1,0,0,0,1,0,0,0,1,3.2058823529411766,2.158678728344627,-0.577031581130816,-0.4229570891387559,4.516345807263462e-17
1,40.8366813659668,-73.83421325683594,63.0,96.0,9,0,2,1.0,1.0,1.0,270,30,45,0,1,1,1,1,3,1,1,1,1,0,0,0,1,0,2286,2031.0,121.0,0,0,0,0,1,1,1,1,0,0,1,1.2727272727272727,2.2459515015467875,-0.5920470932067313,0.14534562118290806,0.5546334312609802
2,40.85283,-73.93505,100.0,83.0,1,0,4,1.0,1.0,2.0,258,30,365,1,1,1,0,1,3,3,1,1,0,0,1,0,0,0,3567,693.0,177.0,0,1,0,0,1,1,1,1,0,0,1,1.4545454545454546,-2.1441096026838764,-0.6105474255512993,-0.4821312042665575,-1.2688978018821166
1,40.59273,-74.08831,100.0,100.0,0,0,2,1.0,1.0,1.0,295,30,360,1,0,1,0,1,3,3,1,0,1,0,0,0,0,1,3003,2998.0,118.0,0,1,0,0,1,1,1,1,0,0,1,1.2,-0.9939590457800319,-0.6266427657030368,0.35626388360019356,1.2802293453845428
0,40.69308,-73.94656,99.0,23.0,719,0,1,2.0,4.0,1.0,338,30,365,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,1.83495145631068,-0.11041337491153705,2.054285085594901,-0.4229570891387559,4.516345807263462e-17
3,40.76960089495287,-73.95471126383895,96.0,86.0,0,0,2,1.0,0.0,1.0,262,30,365,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,979,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-2.1441096026838764,-0.5274046861874351,-0.4229570891387559,4.516345807263462e-17
1,40.60304,-73.99507,100.0,80.0,2,0,1,1.0,1.0,1.0,341,30,365,1,1,1,0,1,2,1,1,0,1,1,0,0,0,0,3043,605.0,147.0,0,1,1,0,1,1,0,0,1,0,1,1.8387096774193548,0.1514049446949434,-0.626250072440568,-0.2720663714454446,0.8156585098328374
