latitude,longitude,host_response_rate,host_acceptance_rate,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,id,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,has_availability,host_response_time,room_type,phone,work_email,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short
40.74997624658958,-73.97095822828973,100.0,100.0,0,0,4,1.0,1.0,2.0,190,1,365,16533,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,497,1386.2627873819283,382.8981464979505,1,1,0,0,0,1,1,0,1,0,0,4.008998875140607,-0.02304520810328163,-0.6036379561717073,-0.42531618590484027,1.5360234056212424e-15
40.72045,-73.96012,91.383013414363,100.0,0,0,2,1.0,1.0,1.0,8,30,1125,12673,1,1,1,0,1,0,3,1,1,1,1,0,0,0,0,2657,2314.0,238.0,0,1,1,0,1,1,1,1,1,0,1,2.80030959752322,-2.144140167936436,-0.6266771001605067,-0.3926377791525627,1.2147200524375985
40.59624865602139,-73.76881906427418,100.0,67.0,0,0,2,1.0,1.0,1.0,207,1,120,6615,0,0,1,0,1,3,3,1,0,1,0,0,1,0,0,2350,2240.0,83.0,0,1,0,0,1,1,1,1,0,0,1,1.6666666666666667,-0.4647661333310828,-0.6266771001605067,-0.11389199787046927,1.668715183465059
40.69819689525037,-73.93858416374214,100.0,80.0,31,0,1,1.0,1.0,1.0,244,30,365,10600,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,1289,1386.2627873819283,382.8981464979505,1,0,1,0,1,1,1,0,0,0,1,1.83495145631068,0.06422299194163232,-0.5283709809480214,-0.42531618590484027,1.5360234056212424e-15
40.75429,-73.97246,87.0,52.0,0,0,4,1.0,1.0,2.0,117,30,400,10611,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,2317,1444.0,410.0,0,1,1,0,1,1,1,0,0,0,1,4.008998875140607,2.1586597930195692,-0.553296934757556,-0.6797429033156324,1.7076292456996733
40.76131,-73.9921,91.383013414363,78.57919812357986,1,1,2,1.0,1.0,1.0,309,30,365,8321,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1890,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,3.1260744985673354,0.16147054199156188,-0.6258685351363354,-0.42531618590484027,1.5360234056212424e-15
40.80173,-73.96401,91.383013414363,50.0,0,0,2,1.0,1.0,1.0,36,30,30,4977,0,1,1,1,1,0,3,1,0,1,0,1,0,0,0,3240,1185.0,156.0,0,0,0,1,1,1,1,0,0,0,1,3.109090909090909,-2.144140167936436,-0.6262622937377058,-0.7241094212375483,1.8609766287657916
40.63329,-74.08139,0.0,0.0,2,0,2,1.0,1.0,1.0,334,30,1125,19987,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,5686,3099.0,2274.0,0,1,1,0,0,0,1,0,0,0,1,1.7307692307692308,-0.41408888330455895,-0.6262833415591365,-0.5640573516028302,1.0736793738390966
40.68807,-73.94144,100.0,75.0,0,0,4,1.0,2.0,2.0,65,30,365,6402,1,1,1,0,1,2,3,1,0,1,1,0,0,0,0,3236,1193.0,394.0,0,0,0,0,1,1,1,1,0,0,1,1.83495145631068,-2.144140167936436,-0.6262622937377058,-0.2552774674913655,0.6916654864409564
40.81164925295354,-73.95375229681525,100.0,79.0,352,0,1,0.0,1.0,1.0,127,30,180,6322,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1853,350.0,350.0,0,0,1,0,0,1,1,0,0,0,1,1.941095890410959,-2.144140167936436,1.0500338611506659,-0.7129503971343665,-12.754911670867026
40.71844,-73.99383,96.0,90.0,4,0,2,1.0,1.0,1.0,39,15,29,10538,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3266,1506.0,170.0,0,1,1,0,1,1,1,1,0,0,1,3.330275229357798,-0.9186196508954306,-0.3306170319936568,-0.12344886121074154,0.4606791995810217
40.5852444,-73.9689071,91.383013414363,78.57919812357986,1,0,2,1.0,1.0,2.0,358,30,365,11279,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,788,779.0,768.0,0,1,1,0,1,0,1,0,0,0,1,1.3333333333333333,1.6350505927500851,-0.6288300170104696,-0.7190705858387252,1.2653206922996696
40.70947,-74.01394,100.0,95.0,5,0,2,1.0,1.0,1.0,87,1,365,10747,1,1,1,1,1,3,1,1,0,1,0,1,0,0,0,311,301.0,98.0,0,1,1,0,0,0,1,0,1,0,0,4.289962825278811,0.5773885619142981,-0.6157396702455304,6.966076765333067,-0.5521266914468415
40.761182,-73.96527259999999,100.0,96.0,0,0,4,1.0,2.0,2.0,340,31,1125,19959,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.829512893982808,0.06422299194163232,8.474164642096387,-0.42531618590484027,1.5360234056212424e-15
40.68756,-73.92338,100.0,97.0,3,0,2,1.0,1.0,1.0,179,2,365,2114,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,2645,1241.0,101.0,0,1,1,0,1,1,1,1,0,0,1,1.83495145631068,-1.6711849383225543,-0.6212478275709976,1.8365024098431084,0.2115642355446047
40.76320850281497,-73.97560833396814,98.0,88.0,3,0,2,1.0,1.0,1.0,277,1,1125,21602,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,643,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,0,4.008998875140607,0.3260275920763745,3.666881546931428,-0.42531618590484027,1.5360234056212424e-15
40.75093,-73.9353,100.0,100.0,0,0,2,1.0,0.0,2.0,280,30,1125,2181,0,1,1,0,1,3,3,1,1,1,0,0,1,0,0,3483,1630.0,126.0,0,1,1,0,1,1,1,1,0,0,1,2.305555555555556,-1.9183141769461214,-0.5789175809442644,-0.32094807493681177,-0.6386860257255641
40.743448803270994,-73.9764902817189,91.383013414363,78.57919812357986,0,0,3,1.0,1.0,2.0,364,30,365,10399,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,881,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,1,0,0,1,3.1920903954802258,2.2459279930644835,-0.624603068046502,-0.42531618590484027,1.5360234056212424e-15
40.69597,-73.90944,100.0,100.0,1,0,2,2.0,1.0,1.0,177,30,90,6231,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,1853,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,1.4187604690117253,1.9841233929297413,-0.6233008118635717,-0.42531618590484027,1.5360234056212424e-15
40.68567,-73.95665,100.0,100.0,0,3,1,1.5,0.0,0.0,308,30,1125,20779,1,1,1,0,1,3,0,1,0,1,1,0,0,0,0,4482,3001.0,420.0,0,1,0,0,1,0,1,1,0,0,1,1.83495145631068,-1.5053316338667075,-0.6216626339937986,-0.6410401407236856,0.7335601461146325
40.76052,-73.9596,96.0,42.0,0,0,2,1.0,1.0,1.0,247,30,1125,2892,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1950,1802.0,118.0,0,1,1,0,1,1,1,0,1,0,1,2.829512893982808,-2.144140167936436,-0.3885678475920727,-0.5788368846857859,-0.2025252742678698
40.8728338,-73.8567906,91.383013414363,100.0,0,0,5,2.0,2.0,2.0,89,30,1125,22364,0,1,1,0,1,0,3,1,0,0,0,0,0,1,0,1064,601.0,405.0,0,1,1,0,1,0,1,0,0,0,1,1.0,2.1586597930195692,-0.619903475745206,-0.3809395980677594,-2.114859512846391
40.74376497191415,-73.9819287466273,100.0,60.0,0,0,5,1.0,3.0,3.0,230,30,365,13863,0,1,0,0,1,1,3,1,0,1,0,1,0,0,0,223,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,4.008998875140607,-0.47474548333609834,-0.5494269553018619,-0.42531618590484027,1.5360234056212424e-15
40.79884,-73.94393,100.0,100.0,18,3,1,2.0,1.0,1.0,165,30,365,7548,0,1,1,1,1,3,1,1,0,1,0,1,0,0,0,1109,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.0616438356164384,0.41329579212128853,-0.5621338639173714,-0.42531618590484027,1.5360234056212424e-15
40.68783,-73.93205,100.0,100.0,0,0,2,1.0,1.0,1.0,57,30,30,2672,0,1,1,0,1,2,3,1,0,1,1,0,0,0,0,4127,489.0,489.0,0,1,0,1,0,1,1,1,0,0,0,1.83495145631068,-0.28306425969392063,-0.6253179647890581,-0.7468165081955982,1.8609766287657916
40.74401984026724,-73.9775921455465,90.0,44.0,0,0,2,1.0,1.0,1.0,63,30,365,570,0,1,1,1,1,3,3,1,0,0,0,1,0,0,0,2109,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,3.1920903954802258,-0.0401417384034438,-0.5433195750628939,-0.42531618590484027,1.5360234056212424e-15
40.82359,-73.94601,60.0,18.0,2,0,1,1.1718600649971325,1.0,1.0,335,30,60,15,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,4900,4510.0,1884.0,0,0,0,0,0,0,1,0,0,0,1,1.941095890410959,-0.3721180082829379,-0.6250389222907337,-0.5420088818872777,-3.5352444207439353
40.78081,-73.98348,100.0,82.0,0,0,3,1.0,1.0,1.0,85,30,365,10386,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,2540,112.0,112.0,0,1,1,0,1,1,1,0,1,0,1,3.109090909090909,-0.6419200560442451,0.8031174951471458,-0.49044386129775996,-3.8215026981852493
40.76670709421321,-73.98724363813788,100.0,100.0,0,0,2,1.0,1.0,1.0,184,30,365,5800,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,4034,182.0,182.0,0,1,1,0,1,1,1,0,0,0,1,3.1260744985673354,-2.0757540467357876,-0.6233586487780993,-0.6628864265711301,-0.09671107171813635
40.81758998807224,-73.88773938631341,100.0,100.0,3,0,2,1.0,1.0,1.0,365,30,365,6516,0,1,1,0,1,3,1,1,0,1,0,0,0,1,0,2118,643.0,202.0,0,1,1,0,1,1,1,1,1,0,1,0.2352941176470588,2.2459279930644835,-0.6212478275709976,-0.3598039951009858,0.4375156686005708
40.6842,-73.82864,100.0,100.0,1,0,4,1.0,2.0,2.0,365,30,30,1100,0,1,1,1,1,2,1,1,0,1,0,0,1,0,0,1172,1106.0,447.0,0,0,1,0,1,1,1,1,0,0,1,1.2,2.2459279930644835,-0.6296596298560714,-0.44442639127930295,1.0757537257982457
40.66669,-73.98974,100.0,73.0,0,0,2,1.0,2.0,2.0,122,30,1125,12931,0,1,1,0,1,1,3,1,0,1,1,0,0,0,0,3368,3013.0,204.0,0,1,0,0,1,1,1,1,0,0,1,3.0,-1.5473025088883288,-0.6135446577527062,0.7579049157492181,1.1589318489286773
40.74433,-73.99951,100.0,100.0,0,0,3,1.0,1.0,1.0,317,30,365,10252,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,4200,1386.2627873819283,382.8981464979505,1,0,0,1,1,1,1,0,0,0,1,3.5669781931464173,-0.9917017836022387,-0.6071858397602065,-0.42531618590484027,1.5360234056212424e-15
40.67552,-73.96834,99.0,23.0,719,0,1,2.0,1.0,1.0,365,90,365,5680,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1386.2627873819283,382.8981464979505,1,0,1,0,0,0,1,0,0,0,1,2.962962962962963,2.2459279930644835,2.054687110418205,-0.42531618590484027,1.5360234056212424e-15
40.70152,-73.92142,100.0,39.0,0,0,2,1.0,1.0,1.0,127,30,62,15646,1,0,1,0,1,2,3,1,0,1,1,0,0,0,0,1975,1000.0,267.0,0,0,1,0,1,1,1,0,0,0,1,1.4187604690117253,-1.0656641836404654,-0.6266771001605067,0.33639580918360035,0.8260413378379741
40.72502,-74.00902,100.0,100.0,0,0,2,1.0,1.0,2.0,172,1,365,7871,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,163,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,0,4.311111111111111,-0.7269867205054404,-0.6067710333374056,-0.42531618590484027,1.5360234056212424e-15
40.67253165849665,-73.93935340836777,92.0,56.0,6,0,2,2.0,3.0,1.0,357,30,1125,4310,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,719,693.0,456.0,0,1,0,0,0,0,1,0,0,0,1,2.056862745098039,1.9101609928915146,-0.5946680688899849,-0.4664074663721528,-0.806875721176764
40.71699443320477,-73.94721967998325,100.0,100.0,0,0,3,1.0,1.0,1.0,287,30,90,10586,1,0,0,0,1,3,3,1,0,1,1,0,0,0,0,608,532.0,146.0,0,1,1,0,1,0,1,0,0,0,1,2.80030959752322,0.008214110164065048,-0.6266771001605067,-0.4187294939109272,1.7591726242429917
40.69322076398382,-73.92986163507285,100.0,99.0,0,0,8,1.0,4.0,6.0,211,5,365,12940,1,1,1,1,1,3,3,1,0,1,1,0,0,0,0,801,250.0,84.0,0,0,1,0,1,1,1,1,0,0,1,1.83495145631068,-0.4385222271051362,-0.6266771001605067,1.9231556788427757,0.7607449330316938
40.72805,-74.00266,100.0,50.0,0,0,4,1.0,1.0,2.0,258,30,45,19162,0,1,1,0,1,3,3,1,0,0,0,1,0,0,0,4148,2962.0,207.0,0,0,0,0,1,0,1,0,0,0,1,4.311111111111111,-2.144140167936436,-0.6254326808921038,-0.12576798089600766,1.2559113378470153
40.776306,-73.979172,100.0,50.0,0,0,5,1.0,2.0,4.0,49,30,365,21558,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,2050,945.0,108.0,0,0,0,0,1,1,0,0,0,0,1,3.109090909090909,-2.144140167936436,-0.6262622937377058,0.11136846719700341,0.2675721589841166
40.70797,-73.95008,100.0,75.0,0,0,2,1.0,1.0,1.0,321,30,60,8406,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,4415,2849.0,267.0,0,1,0,1,1,1,0,1,0,0,1,2.80030959752322,-0.3255477082595321,-0.6203182821680069,0.266623380053234,0.5846771426090327
40.75564,-73.82081,100.0,89.0,5,0,1,1.0,1.0,1.0,365,30,365,6118,1,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2509,1912.0,685.0,0,0,0,0,1,0,1,0,0,0,1,1.303482587064677,2.2459279930644835,-0.6161544766683313,-0.5001541171725086,0.4709449178603172
40.84887,-73.93184,98.0,88.0,3,0,12,3.0,3.0,6.0,308,1,1125,7070,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,643,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,0,1.4545454545454546,-1.4600343088434147,3.666881546931428,-0.42531618590484027,1.5360234056212424e-15
40.75987,-73.82287,100.0,94.0,0,0,4,1.0,1.0,2.0,94,30,1125,18294,0,1,1,0,1,2,3,1,1,1,0,0,1,0,0,4239,2502.0,115.0,0,1,1,0,1,1,1,1,0,0,1,1.303482587064677,-1.9354107072462834,-0.568340040610092,-0.6149268021365317,0.10770482456062071
40.780731498344025,-73.94789010496959,90.0,58.0,0,0,2,1.0,1.0,1.0,365,30,365,13883,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,1208,539.0,124.0,0,0,1,0,1,1,1,0,0,0,1,2.829512893982808,2.2459279930644835,-0.5809209549446055,-0.44425160987828627,1.4322169717424413
40.83749116434005,-73.94295178127832,100.0,93.0,2,0,1,1.0,1.0,1.0,56,3,10,4526,1,1,1,0,1,3,1,1,0,1,0,1,0,0,0,1992,218.0,89.0,0,0,1,0,0,0,1,1,0,0,1,1.4545454545454546,-1.2888243587552584,-0.6262833415591365,1.215576063297829,1.5555646151973928
40.64846053665884,-73.91707369817091,0.0,0.0,0,0,2,1.0,1.0,1.0,364,30,365,9004,0,1,1,0,1,0,3,1,0,1,1,0,0,0,0,2051,637.0,637.0,0,1,1,0,1,0,1,0,0,0,1,1.5114503816793894,2.1586597930195692,-0.6266771001605067,-0.7523791715915135,-10.59036302331157
40.74776,-73.98696,100.0,100.0,0,0,7,1.0,1.0,4.0,17,1,1125,2894,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,2454,1092.0,94.0,0,0,0,1,1,1,1,0,0,0,1,4.008998875140607,-1.8592467716243384,-0.5817505677902074,1.732459718074969,-0.05728955508302017
40.7629644,-73.9920309,100.0,82.0,0,0,3,1.0,1.0,1.0,337,30,365,10735,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,2540,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,1,0,0,1,3.1260744985673354,-0.19758160819310977,0.8031174951471458,-0.42531618590484027,1.5360234056212424e-15
40.7220977,-73.958082,91.383013414363,71.0,6,0,2,1.0,1.0,1.6037022802972072,88,1,365,677,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,396,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,0,2.80030959752322,0.626012336939263,-0.6119485755257945,-0.42531618590484027,1.5360234056212424e-15
40.69532975195506,-73.93631657921684,100.0,82.0,2,0,1,1.0,1.0,1.0,73,4,730,16581,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4604,1786.0,156.0,0,0,0,0,1,1,1,1,0,0,1,1.83495145631068,-1.7129111662576406,-0.6258685351363354,-0.4013645181538622,0.9401094894073005
40.68921,-73.92882,88.0,80.0,18,0,1,2.0,1.0,1.0,183,30,365,21465,0,1,1,0,1,2,1,1,0,0,1,0,0,0,0,642,1386.2627873819283,382.8981464979505,1,0,0,0,1,1,1,0,0,0,1,1.83495145631068,-2.0757540467357876,-0.564566780991668,-0.42531618590484027,1.5360234056212424e-15
40.841509083040044,-73.9101911661065,100.0,62.0,1,0,2,1.5,1.0,1.0,103,7,150,6850,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,3893,1927.0,92.0,0,0,0,0,1,0,1,1,0,0,1,1.2,-1.1404585577579234,-0.6296596298560714,0.10976054659836612,1.1707719260503717
40.67265,-73.94803,90.0,83.0,3,0,3,1.0,1.0,2.0,96,30,1125,20433,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,4823,4347.0,543.0,0,1,0,0,1,0,1,0,0,0,1,2.056862745098039,-2.144140167936436,-0.6220774404165995,-0.16543263653261397,-1.1178459497134545
40.74904,-73.99657,100.0,100.0,0,0,7,1.0,3.0,4.0,316,28,1125,15874,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,267,116.0,116.0,0,1,1,0,1,1,1,0,0,0,1,3.5669781931464173,-0.9430780085772741,-0.6262622937377058,-0.5126945148814207,1.8609766287657916
40.7149200729141,-73.98929157295011,100.0,78.57919812357986,0,0,2,1.0,1.0,1.0,243,30,365,7892,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3811,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,3.330275229357798,-0.11031340814819567,-0.6262622937377058,-0.42531618590484027,1.5360234056212424e-15
40.77764,-73.97771,91.383013414363,100.0,0,0,5,1.5,2.0,3.0,270,30,1125,13546,0,1,1,1,1,0,3,1,1,1,0,1,0,0,0,3445,3114.0,176.0,0,0,0,1,1,1,1,1,0,0,1,3.109090909090909,-1.8534991528336793,-0.6266771001605067,-0.08529155044467635,-1.4983917649071792
40.78781,-73.94687,100.0,100.0,0,0,6,1.0,2.0,3.0,137,30,330,16630,1,1,1,1,1,3,3,1,0,1,0,1,0,0,0,1590,1486.0,482.0,0,0,0,1,1,1,1,1,0,1,1,2.0616438356164384,-0.7398765334725121,-0.6203182821680069,-0.6913920581045548,-0.9311819942593956
40.6966017,-73.9747498,100.0,59.0,5,0,2,1.0,1.0,1.0,364,30,365,12380,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,559,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.02,2.1586597930195692,-0.6086879610579147,-0.42531618590484027,1.5360234056212424e-15
40.80862,-73.95329,10.0,0.0,1,0,1,1.0,1.0,1.0,259,30,180,4565,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,4239,3344.0,2968.0,0,1,1,0,0,0,1,1,0,0,1,1.941095890410959,-1.7077991677118658,-0.6296596298560714,-0.7551942006008224,0.4844639636581741
40.69446,-73.90699,100.0,100.0,1,0,1,1.5,1.0,0.0,338,30,45,2731,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,3323,976.0,226.0,0,1,0,1,1,0,0,1,0,0,1,1.4187604690117253,-0.02304520810328163,-0.6292448234332705,-0.2301443902756932,0.4611580072598623
40.63753,-73.88461,9.0,5.0,27,0,1,1.0,0.0,1.0,365,90,365,14228,0,1,1,0,1,0,3,1,0,0,1,0,0,0,0,1713,1386.2627873819283,382.8981464979505,1,1,0,0,1,0,1,0,0,0,1,2.1272727272727274,2.2459279930644835,-0.5080253761353546,-0.42531618590484027,1.5360234056212424e-15
40.714878057440096,-73.82337011396885,88.0,100.0,2,0,1,0.5,1.0,1.0,363,30,365,839,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,630,1386.2627873819283,382.8981464979505,1,0,1,0,0,0,1,0,0,0,1,1.3333333333333333,2.0713915929746554,-0.6262833415591365,-0.42531618590484027,1.5360234056212424e-15
40.70339082240529,-73.76440265285852,100.0,100.0,0,0,2,1.0,0.0,1.0,363,30,1125,3877,0,1,1,0,1,1,3,1,0,1,0,0,1,0,0,1482,554.0,391.0,0,1,1,0,1,0,1,0,0,0,1,1.87012987012987,2.0713915929746554,-0.6266771001605067,-0.2205105631639167,-0.7921940295084653
40.80991771010471,-73.94423696223264,100.0,67.0,12,0,2,0.0,1.0,0.0,244,30,365,4632,0,1,1,0,1,3,1,1,0,0,0,1,0,0,0,222,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.941095890410959,-0.02304520810328163,-0.5861616405972867,-0.42531618590484027,1.5360234056212424e-15
40.6924,-73.92947,99.0,23.0,719,0,1,1.0,1.0,1.0,365,30,365,7634,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1001.0,1001.0,0,0,1,0,1,0,1,0,0,0,1,1.83495145631068,2.2459279930644835,2.054687110418205,-0.7579418349874286,-2.021539650945966
40.6996798,-73.9291393,91.383013414363,100.0,1,0,1,1.0,1.0,1.0,365,30,365,5066,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1599,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,0,0,0,1,1.4187604690117253,2.2459279930644835,-0.6296596298560714,-0.42531618590484027,1.5360234056212424e-15
40.72374,-73.98672,82.0,79.0,3,0,2,1.0,1.0,1.0,259,30,365,16608,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,460,1386.2627873819283,382.8981464979505,1,0,0,0,0,1,1,1,0,0,1,3.326219512195122,-2.144140167936436,-0.18986305045981833,-0.42531618590484027,1.5360234056212424e-15
40.8332809,-73.9394804,100.0,70.0,12,0,2,1.0,1.0,1.0,363,30,365,4188,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,649,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.4545454545454546,2.0713915929746554,-0.5896168136301799,-0.42531618590484027,1.5360234056212424e-15
40.8751959,-73.8839208,100.0,80.0,2,0,2,1.0,1.0,1.0,123,30,120,1739,0,1,1,0,1,3,1,1,0,1,0,0,0,1,0,774,728.0,369.0,0,1,1,0,0,0,1,1,0,0,1,1.5263157894736843,-1.4600343088434147,-0.618680104298234,-0.3732205229050329,-3.3593445670652953
40.74781,-73.90143,0.0,78.57919812357986,122,0,1,1.0,1.0,1.0,270,30,365,7044,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,646,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.167883211678832,2.2459279930644835,0.08907219478666314,-0.42531618590484027,1.5360234056212424e-15
40.69952,-73.94067,100.0,80.0,31,0,1,1.0,1.0,1.0,122,30,365,10483,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,1289,847.0,174.0,0,0,0,0,1,1,1,0,0,0,1,1.83495145631068,-2.144140167936436,-0.5283709809480214,-0.6352752934596624,-10.24807937465479
40.76019653490971,-73.9947008134152,100.0,90.0,10,0,1,1.0,1.0,1.0,90,30,365,3049,1,1,1,1,1,3,1,1,0,1,0,1,0,0,0,543,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,1,1,0,0,1,3.1260744985673354,2.2459279930644835,-0.5920846043455548,-0.42531618590484027,1.5360234056212424e-15
40.85298303641393,-73.92619284806217,99.0,84.0,229,0,1,1.0,1.0,1.0,60,30,1125,1408,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,2334,1386.2627873819283,382.8981464979505,1,0,0,0,0,0,1,0,0,0,1,1.4545454545454546,-0.2317746687934341,0.22080845950803674,-0.42531618590484027,1.5360234056212424e-15
40.7596877,-73.9909796,96.0,94.0,0,0,1,1.0,1.0,1.0,206,30,175,6008,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3455,1386.2627873819283,382.8981464979505,1,1,0,0,0,1,1,1,0,0,0,3.1260744985673354,-1.418943701153212,0.013167389100768893,-0.42531618590484027,1.5360234056212424e-15
40.73533,-73.98049,100.0,100.0,0,0,3,1.0,2.0,2.0,277,31,1125,3035,1,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2830,2673.0,208.0,0,1,0,0,1,1,1,1,0,0,1,2.67816091954023,-1.9030031951900623,-0.6076006461830075,-0.25751660286540895,1.2824170236338401
40.68325,-73.94896,100.0,90.0,0,0,7,2.5,5.0,4.0,270,30,365,18902,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,4177,1386.2627873819283,382.8981464979505,1,1,1,0,0,1,1,1,0,0,1,1.83495145631068,2.2459279930644835,-0.6164923138071927,-0.42531618590484027,1.5360234056212424e-15
40.800388073058,-73.94303356876333,100.0,75.0,3,4,1,2.0,1.0,1.0,269,30,365,12826,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,306,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.0616438356164384,2.1586597930195692,-0.6094019000744614,-0.42531618590484027,1.5360234056212424e-15
40.50863,-74.24135,100.0,0.0,0,0,8,4.5,4.0,6.0,322,30,365,11096,0,1,1,0,1,2,3,1,0,1,0,0,0,0,1,4736,4110.0,454.0,0,1,0,0,1,1,1,1,0,0,1,2.333333333333333,-0.28357683323791105,-0.6258474873149049,0.025670515154026845,1.1537659106713192
40.79816146205005,-73.94361378573483,90.0,90.0,4,4,1,2.0,1.0,1.0,249,30,365,2158,0,1,1,1,1,2,1,1,0,1,0,1,0,0,0,306,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.0616438356164384,0.41329579212128853,-0.6056108053547254,-0.42531618590484027,1.5360234056212424e-15
40.712752528717616,-73.9422467692334,100.0,100.0,4,0,2,1.5,1.0,1.0,177,30,365,21060,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4583,116.0,116.0,0,1,0,0,1,1,1,0,0,0,1,2.80030959752322,2.1166889179979482,-0.6195307649652665,-0.5182571782773358,0.9580020692752099
40.6283803,-74.0835951,91.383013414363,78.57919812357986,1,0,2,1.0,3.0,5.0,179,30,1125,15364,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,863,545.0,447.0,0,0,1,0,1,1,0,1,0,0,1,1.7307692307692308,2.1586597930195692,-0.6296596298560714,-0.6551673514084034,1.2882254179273496
40.7338246,-73.9557205,100.0,82.0,0,0,6,2.0,2.0,2.0,346,30,365,18687,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,2540,799.0,645.0,0,1,1,0,1,0,1,1,0,0,1,3.2058823529411766,0.5878321922111167,0.8031174951471458,-0.7190705858387252,-0.15501652992115067
