price,latitude,longitude,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,has_availability,host_response_time,room_type,phone,work_email,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price
2,40.7813,-73.9466,100.0,86.0,12.0,14.0,12,11,1,0,4,1.0,2.0,3.0,0,27,30,275,30,365,13,5,0,4.62,4.31,4.23,4.62,4.92,4.62,4.62,0.23,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,2560,1744.0,155.0,0,1,1,0,1,1,1,0,0,0,1,2.825
1,40.8515603,-73.8509612,100.0,71.0,1.0,1.0,1,1,0,0,2,1.0,1.0,2.0,11,41,66,341,30,1125,8,2,0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,0.34,1,0,1,0,1,2,3,1,0,1,0,0,0,1,0,797,791.0,175.0,0,0,0,1,1,1,1,1,0,0,1,0.9285714285714286
2,40.660981381928494,-73.93352209963332,100.0,100.0,6.0,6.0,6,4,2,0,2,1.0,0.0,1.0,29,59,89,269,30,90,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,1,1,1,1,1,2,3,1,0,1,1,0,0,0,0,3251,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,1.515
4,40.75295846825294,-73.97344994573523,99.0,63.0,2682.0,3243.0,40,40,0,0,4,1.0,1.0,2.0,4,22,49,319,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1034,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.9859154929577465
0,40.80634,-73.95468,100.0,75.0,1.0,4.0,1,0,1,0,1,1.0,1.0,1.0,0,0,0,101,85,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91,0,0,1,0,1,3,1,1,0,1,0,1,0,0,0,3279,113.0,113.0,0,1,1,0,0,0,1,0,0,0,1,1.9365351629502572
5,40.74934,-73.98729,100.0,70.0,4396.0,5212.0,330,330,0,0,2,1.0,1.0,1.0,28,58,88,363,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1003,1385.667299530936,382.2577618941255,1,1,0,0,1,0,1,0,1,0,0,3.9859154929577465
3,40.6421,-73.95099,100.0,100.0,1.0,2.0,1,0,1,0,2,1.0,1.0,2.0,2,32,55,235,3,365,5,5,0,4.8,4.8,4.6,4.6,5.0,4.8,4.6,1.0,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,3082,230.0,157.0,0,1,1,0,1,1,1,1,0,0,1,1.515
0,40.76741,-73.8713,100.0,50.0,2.0,5.0,1,0,1,0,2,1.0,1.0,1.0,29,59,89,89,31,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,1,1,0,0,0,0,1,0,0,252,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,0,1.8888888888888888
4,40.82092,-73.92437,91.2799962938942,78.69644493311343,1.0,4.0,1,1,0,0,7,1.0,2.0,7.0,30,60,90,180,30,1125,52,0,0,4.56,4.44,4.44,4.63,4.6,4.6,4.48,1.32,0,1,1,0,1,0,3,1,0,1,0,0,0,1,0,1273,1261.0,551.0,0,1,0,1,1,1,1,1,0,0,1,2.076923076923077
0,40.69214,-73.91404,99.0,23.0,727.0,1336.0,719,0,719,0,1,1.0,1.0,1.0,30,60,90,365,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1385.667299530936,382.2577618941255,1,0,1,0,1,0,1,0,0,0,1,1.4621848739495797
5,40.72258,-73.99046,50.0,100.0,4.0,4.0,4,0,4,0,2,1.0,1.0,1.0,20,50,80,259,1,1125,275,7,1,4.36,4.41,4.5,4.69,4.49,4.75,4.38,4.78,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1998,1806.0,89.0,0,1,0,0,0,0,1,0,0,0,0,3.368715083798883
3,40.80801,-73.95139,100.0,95.0,5.0,15.0,2,1,1,0,2,1.0,1.0,1.0,0,0,0,92,2,30,173,12,0,4.92,4.97,4.95,4.98,4.94,4.71,4.84,3.49,1,1,1,0,1,2,1,1,0,1,0,1,0,0,0,3392,1568.0,126.0,0,0,0,0,0,1,1,1,0,0,0,1.9365351629502572
2,40.66154,-73.92301,91.2799962938942,100.0,2.0,3.0,2,1,1,0,4,1.0,2.0,3.0,29,59,89,89,30,1125,90,0,0,4.7,4.82,4.71,4.93,4.96,4.52,4.83,1.48,0,1,1,0,1,0,3,1,0,0,1,0,0,0,0,2421,1910.0,693.0,0,0,0,0,1,1,0,1,0,0,1,1.515
0,40.8187,-73.88927,100.0,77.0,5.0,6.0,4,0,4,0,1,1.0,1.0,1.0,0,0,0,55,30,185,11,3,1,4.91,5.0,5.0,5.0,5.0,4.64,4.91,0.29,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,4839,1198.0,83.0,0,0,1,0,1,1,1,0,0,0,1,0.2857142857142857
5,40.6937508,-73.9912272,100.0,96.0,4494.0,4784.0,876,876,0,0,2,1.0,1.0,1.0,3,3,3,173,30,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,3,1,1,1,1,0,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,4.115384615384615
2,40.9031966657953,-73.89801183686198,100.0,67.0,2.0,3.0,1,0,1,0,2,2.0,3.0,5.0,14,44,74,349,30,1125,3,2,0,4.67,5.0,5.0,4.33,5.0,5.0,5.0,0.22,0,1,1,0,1,2,1,1,0,1,0,0,0,1,0,552,483.0,187.0,0,1,1,0,0,1,1,1,0,1,1,1.1428571428571428
4,40.74931,-73.9787,96.0,97.0,1668.0,9019.0,45,7,0,0,4,1.0,1.0,2.0,0,0,0,6,1,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,2467,1385.667299530936,382.2577618941255,1,1,1,0,1,0,1,0,1,0,0,3.478021978021978
4,40.72212,-73.99638,90.0,0.0,3.0,37.0,3,3,0,0,6,1.0,2.0,2.0,30,57,57,57,30,365,19,0,0,4.95,4.95,4.89,5.0,5.0,5.0,4.74,0.12,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,5098,4778.0,850.0,0,1,0,0,1,1,1,1,0,0,1,3.927536231884058
4,40.71781276533098,-73.98540228835655,100.0,94.0,1.0,5.0,1,1,0,0,2,1.0,1.0,1.0,0,18,18,130,30,1125,12,3,0,4.92,5.0,4.75,5.0,5.0,4.92,4.83,0.52,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3255,771.0,253.0,0,1,0,1,1,0,0,0,0,0,1,3.368715083798883
5,40.68349750123125,-73.95894286789746,100.0,100.0,2.0,3.0,2,2,0,0,12,2.0,6.0,6.0,5,11,18,155,3,27,13,13,4,5.0,4.92,4.92,4.85,4.85,4.62,4.92,1.7,0,1,1,1,1,3,3,1,0,1,1,0,0,0,0,373,310.0,97.0,0,0,1,0,1,1,1,1,0,0,1,2.541176470588235
1,40.70406,-73.76931,100.0,100.0,1.0,1.0,1,1,0,0,2,1.0,1.0,0.0,2,32,59,138,30,65,94,3,0,4.49,4.67,4.61,4.72,4.82,4.41,4.61,3.05,0,1,1,0,1,3,3,1,0,0,0,0,1,0,0,1008,1005.0,332.0,0,0,0,1,1,1,1,1,0,0,0,1.8275862068965518
0,40.67919,-73.93907,100.0,91.0,19.0,21.0,19,0,13,6,1,1.0,1.0,1.0,0,18,48,228,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,0,1,0,1,1,0,0,0,0,697,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,1.8409785932721712
0,40.59310843825633,-73.79337639708329,100.0,57.0,2.0,5.0,2,0,2,0,1,1.0,1.0,1.0,2,2,2,190,30,730,6,1,0,5.0,5.0,4.67,5.0,5.0,4.67,4.83,0.15,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,3837,1266.0,419.0,0,0,0,0,1,1,1,1,0,0,1,2.6363636363636362
2,40.72122,-73.9932,96.0,97.0,10.0,10.0,10,10,0,0,2,1.0,0.0,1.0,7,15,15,185,30,365,8,5,0,4.88,5.0,4.88,4.75,5.0,4.75,4.75,0.43,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,1917,634.0,195.0,0,1,1,0,1,0,1,0,0,0,1,3.368715083798883
5,40.7552873,-73.9678204,100.0,96.0,4494.0,4784.0,876,876,0,0,4,0.0,2.0,2.0,0,0,0,222,31,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.9859154929577465
1,40.74618022165264,-73.88112913817167,91.2799962938942,20.0,1.0,1.0,1,0,1,0,2,1.0,1.0,2.0,0,12,12,283,30,1125,15,3,0,4.93,4.93,4.67,4.8,4.8,4.8,4.8,0.88,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1026,592.0,383.0,0,1,0,1,0,1,1,0,0,0,0,1.2894736842105263
0,40.84622,-73.84862,100.0,56.0,2.0,4.0,2,0,2,0,2,1.0,1.0,1.0,30,60,90,365,30,1125,65,1,0,4.97,4.94,4.92,4.98,5.0,4.82,4.89,1.13,0,0,1,0,1,3,1,1,0,1,0,0,0,1,0,1888,1808.0,443.0,0,1,1,0,1,1,1,1,0,0,1,0.9285714285714286
3,40.7758428,-73.9805925,100.0,53.0,45.0,47.0,8,8,0,0,3,1.0,1.0,1.0,0,3,33,307,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3531,1385.667299530936,382.2577618941255,1,0,1,0,0,0,1,0,0,0,1,3.020408163265306
4,40.71933,-73.96365,91.2799962938942,78.69644493311343,1.0,2.0,1,0,1,0,2,1.0,1.0,1.0,30,60,90,90,30,1125,35,0,0,4.94,4.97,4.97,5.0,4.97,4.97,4.74,1.16,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,989,985.0,532.0,0,1,0,1,1,1,1,1,0,0,1,2.7847358121330723
1,40.87112,-73.90108,91.2799962938942,100.0,2.0,2.0,2,2,0,0,2,1.0,1.0,1.0,0,25,55,235,30,365,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3,1,0,0,1,1,0,3,1,0,0,0,0,0,1,0,528,281.0,106.0,0,0,1,0,1,1,1,1,0,0,1,1.0
3,40.74848,-73.97545,89.0,95.0,83.0,86.0,83,73,0,0,4,1.0,2.0,3.0,7,37,67,342,30,365,14,1,1,4.71,4.79,4.64,4.79,4.86,4.93,4.71,0.18,0,1,1,1,1,3,2,1,1,1,0,1,0,0,0,2812,2375.0,106.0,0,1,0,0,0,0,1,0,1,0,1,3.478021978021978
1,40.675657781142526,-73.94731297792677,100.0,100.0,1.0,1.0,1,1,0,0,2,1.0,0.0,1.0,0,0,0,241,30,365,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.54,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,387,192.0,157.0,0,0,0,0,1,1,1,1,0,0,1,2.1127450980392157
0,40.8120497077761,-73.86178940534592,91.2799962938942,78.69644493311343,1.0,1.0,1,0,1,0,2,1.0,1.0,1.0,27,57,87,362,30,365,1,0,0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,0.05,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,741,695.0,695.0,0,0,1,0,0,0,1,0,0,0,1,1.391304347826087
2,40.71148,-73.94249,90.0,87.0,2.0,4.0,1,0,1,0,2,1.0,1.0,1.0,0,0,2,182,30,1124,39,4,0,4.67,4.77,4.13,4.92,4.87,4.69,4.54,0.51,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0,4650,2396.0,297.0,0,1,0,0,1,0,1,0,0,0,1,2.7847358121330723
5,40.75221,-73.97353,100.0,64.0,33.0,56.0,2,1,1,0,4,1.0,1.0,1.0,30,60,90,364,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,3180,1385.667299530936,382.2577618941255,1,0,1,0,0,0,1,0,0,0,1,3.9859154929577465
0,40.87788820801235,-73.8566968184372,100.0,84.0,7.0,7.0,7,0,7,0,3,1.0,1.0,1.0,14,44,74,164,30,180,18,4,0,5.0,5.0,5.0,5.0,5.0,4.89,5.0,1.09,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,713,574.0,329.0,0,0,0,1,0,1,1,1,0,0,1,0.9
1,40.627996424054416,-73.92604185726212,100.0,100.0,1.0,1.0,1,1,0,0,4,1.0,2.0,1.0,0,0,0,270,30,365,24,8,0,4.58,4.58,4.63,4.75,4.67,4.46,4.5,1.73,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,511,497.0,128.0,0,1,0,0,1,1,1,1,0,0,1,1.9574468085106382
4,40.6707477,-73.9919214,91.2799962938942,100.0,1.0,1.0,1,1,0,0,5,2.0,2.0,3.0,0,0,0,172,30,1125,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.49,0,1,1,1,1,0,3,1,0,1,1,0,0,0,0,1205,326.0,114.0,0,0,0,1,0,1,1,1,0,0,1,2.7142857142857144
3,40.72018,-73.99403,96.0,90.0,48.0,70.0,48,44,4,0,2,1.0,1.0,1.0,8,38,68,68,15,29,33,10,0,4.58,4.85,4.76,4.7,4.39,4.55,4.42,0.71,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3266,1477.0,175.0,0,1,1,0,0,1,1,1,0,0,1,3.368715083798883
3,40.82006,-73.92727,100.0,97.0,2.0,2.0,2,0,2,0,2,1.0,1.0,1.0,4,4,23,276,1,28,160,72,5,4.87,4.9,4.74,4.94,4.97,4.75,4.84,6.64,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,3266,803.0,83.0,0,0,0,0,1,0,1,0,0,0,1,1.5384615384615385
0,40.69790440842181,-73.89355359303599,100.0,92.0,4.0,9.0,3,0,3,0,1,1.0,1.0,1.0,26,26,26,273,30,90,8,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,0.52,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,3400,538.0,297.0,0,1,0,1,1,0,1,1,0,0,1,1.7083333333333333
0,40.68099,-73.91239,91.2799962938942,67.0,1.0,1.0,1,1,0,0,2,1.0,1.0,2.0,0,0,3,220,30,128,302,12,0,4.9,4.92,4.96,4.97,4.98,4.62,4.9,2.88,1,1,1,0,1,0,3,1,1,1,1,0,0,0,0,3258,3225.0,124.0,0,0,0,1,1,1,0,1,0,0,1,1.8409785932721712
5,40.7449717,-73.9770424,100.0,96.0,4494.0,4784.0,876,876,0,0,2,1.0,1.0,1.0,0,0,0,124,31,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.246153846153846
0,40.84277,-73.94247,50.0,0.0,3.0,7.0,3,0,3,0,1,1.0,1.0,1.0,30,60,90,270,30,1125,7,0,0,4.0,4.29,3.86,4.86,4.71,4.86,3.71,0.12,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1917,1882.0,969.0,0,0,0,0,0,0,1,0,0,0,0,1.4183006535947713
2,40.59658,-73.80315,100.0,100.0,2.0,2.0,2,0,2,0,2,1.0,1.0,1.0,22,52,82,357,1,730,13,11,3,5.0,5.0,5.0,4.92,5.0,4.77,4.85,0.9,0,1,1,0,1,3,1,1,0,1,0,0,1,0,0,1408,513.0,92.0,0,0,0,1,1,1,0,1,0,0,1,2.6363636363636362
4,40.68315715873,-73.94881637016194,100.0,85.0,1.0,1.0,1,0,1,0,2,1.0,2.0,2.0,5,13,22,22,3,14,18,18,3,5.0,5.0,4.94,4.89,5.0,4.94,4.89,4.78,1,1,1,0,1,3,1,1,0,1,1,0,0,0,0,5030,193.0,90.0,0,1,0,1,1,1,1,1,0,0,0,1.8409785932721712
5,40.7469,-73.98666,100.0,100.0,1.0,7.0,1,1,0,0,5,1.0,0.0,3.0,10,23,53,323,4,30,98,9,0,4.62,4.71,4.69,4.69,4.76,4.84,4.52,2.69,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,3078,1170.0,326.0,0,1,1,0,0,0,1,0,0,0,1,3.9859154929577465
3,40.59419553561914,-73.95911360513287,100.0,99.0,5.0,9.0,4,2,2,0,2,1.0,1.0,1.0,2,16,43,43,2,25,63,31,1,4.92,4.89,4.94,5.0,4.95,4.78,4.78,3.44,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,3997,630.0,105.0,0,1,1,0,1,1,1,0,0,0,1,1.9111111111111112
3,40.68168,-73.9417,100.0,100.0,6.0,6.0,6,6,0,0,2,1.0,0.0,1.0,14,44,74,109,1,365,117,67,3,4.85,4.91,4.97,4.98,4.93,4.79,4.58,4.56,1,1,1,1,1,3,3,1,0,0,1,0,0,0,0,1286,849.0,104.0,0,1,0,0,0,1,1,1,0,0,1,1.8409785932721712
5,40.72251326381636,-73.99286930603267,98.0,88.0,2950.0,5154.0,243,3,3,0,2,1.0,1.0,2.0,0,0,0,90,1,1125,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.35,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,643,164.0,164.0,0,1,1,0,0,0,1,0,1,0,0,3.368715083798883
5,40.80879,-73.91413,91.2799962938942,0.0,2.0,3.0,2,2,0,0,3,1.5,3.0,3.0,30,60,90,365,30,30,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,0,3,1,0,0,0,0,0,1,0,3569,1385.667299530936,382.2577618941255,1,1,1,0,0,0,0,0,0,0,1,2.48
1,40.81947,-73.9389,33.0,78.69644493311343,3.0,4.0,3,0,3,0,2,1.0,1.0,1.0,29,59,89,364,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,4484,1385.667299530936,382.2577618941255,1,0,0,0,1,1,0,1,0,0,1,1.9365351629502572
2,40.80226,-73.95727,100.0,50.0,7.0,7.0,7,7,0,0,2,1.0,0.0,1.0,0,0,0,258,59,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3303,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,1.9365351629502572
1,40.8024986,-73.9668444,96.0,51.0,38.0,45.0,37,2,35,0,2,2.0,1.0,1.0,29,59,89,269,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,2,1,1,0,0,0,1,0,0,0,283,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,3.020408163265306
0,40.81586,-73.94441,96.0,60.0,15.0,17.0,15,0,15,0,2,1.0,1.0,1.0,29,59,89,269,30,365,1,1,0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,0.31,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,461,177.0,177.0,0,1,1,0,0,0,1,0,0,0,1,1.9365351629502572
2,40.75386254475018,-73.97311920034709,98.0,88.0,2950.0,5154.0,243,3,3,0,6,3.0,3.0,3.0,8,36,62,152,1,1125,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,643,139.0,126.0,0,1,1,0,0,0,1,0,1,0,0,3.9859154929577465
2,40.71053303248587,-73.9962679933904,100.0,94.0,2.0,2.0,2,0,2,0,1,1.0,1.0,1.0,0,0,0,51,30,60,39,3,0,4.92,4.92,4.87,4.92,4.95,4.64,4.79,1.84,1,1,1,1,1,2,1,1,0,1,0,1,0,0,0,3323,716.0,212.0,0,1,0,0,1,1,0,0,0,0,1,2.2
3,40.81628131244387,-73.94128970241663,93.0,100.0,8.0,9.0,4,1,3,0,2,1.0,1.0,1.0,7,17,38,267,1,365,29,29,0,4.41,4.52,4.48,4.72,4.79,4.55,4.24,2.46,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,2606,434.0,126.0,0,1,1,0,1,1,1,0,0,0,0,1.9365351629502572
4,40.7196766,-73.98332479999999,100.0,100.0,1.0,2.0,1,1,0,0,4,1.0,1.0,2.0,3,33,63,338,30,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,0,0,1,0,0,0,283,1385.667299530936,382.2577618941255,1,0,1,0,1,1,1,0,0,0,1,3.368715083798883
5,40.7223006,-73.9954205,100.0,96.0,4494.0,4784.0,876,876,0,0,2,1.0,1.0,1.0,0,0,0,104,31,1125,2,1,0,2.5,2.5,2.5,2.0,3.0,3.0,2.5,0.09,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,723.0,238.0,0,1,1,0,1,1,1,0,0,0,1,3.927536231884058
3,40.700965,-73.9239266,100.0,72.0,3.0,3.0,2,1,1,0,4,1.0,2.0,2.0,8,8,12,286,30,1125,12,6,1,4.92,4.92,4.92,5.0,5.0,4.92,4.92,0.73,0,1,1,0,1,2,3,1,1,1,1,0,0,0,0,4542,572.0,107.0,0,1,0,0,1,1,1,0,0,0,1,1.4621848739495797
3,40.77294,-73.94869,100.0,100.0,1.0,1.0,1,1,0,0,3,1.0,1.0,2.0,30,60,90,179,30,1125,84,1,0,4.64,4.79,4.69,4.87,4.93,4.81,4.63,1.69,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3191,1573.0,358.0,0,0,0,0,1,1,1,1,0,0,1,2.825
4,40.67849,-73.94591,100.0,100.0,2.0,2.0,2,2,0,0,8,1.0,2.0,4.0,10,15,39,202,1,365,13,13,2,4.38,4.23,4.46,4.62,4.85,4.77,4.69,3.68,1,1,1,1,1,3,3,1,0,1,1,0,0,0,0,1266,186.0,85.0,0,1,1,0,0,0,1,0,0,0,1,1.8409785932721712
3,40.72393308317277,-73.97776633626654,100.0,100.0,2.0,2.0,2,0,2,0,1,1.0,1.0,1.0,1,4,21,103,1,730,351,69,4,4.85,4.91,4.82,4.83,4.84,4.77,4.75,2.76,1,1,1,0,1,3,1,1,1,1,0,1,0,0,0,5454,3893.0,102.0,0,1,1,0,1,1,1,1,1,0,1,3.291512915129151
0,40.6572086391097,-73.94558701417554,99.0,23.0,727.0,1336.0,719,0,719,0,1,1.0,4.0,1.0,29,59,89,364,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1385.667299530936,382.2577618941255,1,0,1,0,1,0,1,0,0,0,1,1.792
5,40.782004,-73.976026,100.0,96.0,4494.0,4784.0,876,876,0,0,4,2.0,2.0,2.0,4,34,64,339,31,1125,1,0,0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,0.03,0,1,1,0,1,3,3,1,1,1,0,1,0,0,0,2900,1241.0,1241.0,0,1,1,0,1,1,1,0,0,0,1,3.020408163265306
2,40.70652,-73.93654,95.0,100.0,5.0,5.0,5,0,5,0,2,1.0,1.0,1.0,0,0,0,59,30,32,35,2,0,4.74,4.54,4.63,4.49,4.94,4.74,4.66,0.51,1,1,1,0,1,3,1,1,0,1,1,0,0,0,0,2795,2154.0,384.0,0,1,1,0,1,1,1,0,0,0,1,2.7847358121330723
2,40.6663502,-73.8898571,100.0,87.0,1.0,1.0,1,0,1,0,2,1.0,1.0,1.0,6,13,43,127,1,29,58,26,2,4.88,4.84,4.93,4.95,4.9,4.71,4.84,2.72,0,1,1,0,1,2,1,1,0,0,1,0,0,0,0,731,720.0,106.0,0,0,0,1,1,1,1,0,0,0,0,2.1020408163265305
3,40.77811,-73.90752,100.0,100.0,1.0,4.0,1,1,0,0,4,1.0,2.0,4.0,17,43,68,296,30,30,86,15,0,5.0,5.0,5.0,5.0,5.0,4.93,4.94,2.52,1,0,1,0,1,3,3,1,0,1,0,0,1,0,0,4415,1105.0,132.0,0,1,1,0,1,1,1,1,0,0,1,1.7258064516129032
1,40.68733,-73.86629,100.0,83.0,9.0,9.0,9,0,9,0,1,1.0,1.0,1.0,13,43,73,348,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,2952,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,1,0,0,1,1.054054054054054
0,40.7655,-73.86577,91.2799962938942,78.69644493311343,1.0,2.0,1,0,1,0,2,1.0,1.0,1.0,30,60,90,365,30,1125,229,0,0,4.77,4.87,4.76,4.91,4.93,4.87,4.76,2.07,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,3446,3395.0,1789.0,0,1,0,0,0,0,1,1,0,0,1,1.8888888888888888
3,40.75036,-73.97538,89.0,95.0,83.0,86.0,83,73,0,0,4,1.0,1.0,2.0,30,60,90,365,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,2,1,1,1,0,1,0,0,0,2812,1385.667299530936,382.2577618941255,1,1,0,0,0,0,1,0,1,0,1,3.478021978021978
